Year;Country;Region;Indicator;Gender;Cause;Dim2ValueCode;ValueNumeric;ValueLow;ValueHigh;Value
2016;Equatorial Guinea;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;50.77;43.46;58.59;50.77 [43.46 – 58.59]
2016;Russian Federation;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;50.82;36.94;64.89;50.82 [36.94 – 64.89]
2016;Afghanistan;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;50.97;45.87;56.31;50.97 [45.87 – 56.31]
2016;Uzbekistan;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;51.23;43.84;58.16;51.23 [43.84 – 58.16]
2016;Nigeria;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;51.24;40.39;62.5;51.24 [40.39 – 62.5]
2016;Equatorial Guinea;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Total;ENVCAUSE000;51.52;44.11;59.5;51.52 [44.11 – 59.5]
2016;Lebanon;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;52.01;43.28;60.46;52.01 [43.28 – 60.46]
2016;Armenia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;52.79;41.46;63.96;52.79 [41.46 – 63.96]
2016;Somalia;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Female;Total;ENVCAUSE000;53.36;40.71;66.55;53.36 [40.71 – 66.55]
2016;Myanmar;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;53.76;46.18;62.33;53.76 [46.18 – 62.33]
2016;Republic of Moldova;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;58.2;40.05;77.09;58.2 [40.05 – 77.09]
2016;Turkey;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;59.12;50.86;67.48;59.12 [50.86 – 67.48]
2016;Antigua and Barbuda;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;6.02;4.28;8.77;6.02 [4.28 – 8.77]
2016;Republic of Moldova;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;6.14;2.89;10.03;6.14 [2.89 – 10.03]
2016;Namibia;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;6.16;4.56;8.42;6.16 [4.56 – 8.42]
2016;Eswatini;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;6.24;5.02;7.4;6.24 [5.02 – 7.4]
2016;Argentina;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;6.25;2.48;11.04;6.25 [2.48 – 11.04]
2016;Micronesia (Federated States of);Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;6.32;4.35;9.66;6.32 [4.35 – 9.66]
2016;Slovakia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;6.38;3.13;10.28;6.38 [3.13 – 10.28]
2016;Egypt;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;6.39;4.18;8.84;6.39 [4.18 – 8.84]
2016;Equatorial Guinea;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;6.39;5.32;7.62;6.39 [5.32 – 7.62]
2016;Belgium;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;6.44;2.65;15.0;6.44 [2.65 – 15]
2016;Democratic Republic of the Congo;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;6.5;5.22;7.98;6.5 [5.22 – 7.98]
2016;Republic of Korea;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;6.56;3.87;11.15;6.56 [3.87 – 11.15]
2016;Niger;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;6.57;5.61;7.63;6.57 [5.61 – 7.63]
2016;Uzbekistan;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;6.58;4.94;9.04;6.58 [4.94 – 9.04]
2016;Togo;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;6.63;5.52;7.83;6.63 [5.52 – 7.83]
2016;Uruguay;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;6.64;2.04;12.67;6.64 [2.04 – 12.67]
2016;Turkey;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;6.68;5.24;8.52;6.68 [5.24 – 8.52]
2016;Congo;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;6.69;5.39;8.2;6.69 [5.39 – 8.2]
2016;Bangladesh;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;6.72;5.29;8.21;6.72 [5.29 – 8.21]
2016;Saudi Arabia;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;6.76;5.67;8.02;6.76 [5.67 – 8.02]
2016;El Salvador;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;6.88;4.09;9.91;6.88 [4.09 – 9.91]
2016;Iraq;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;6.95;5.48;8.46;6.95 [5.48 – 8.46]
2016;Central African Republic;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Total;ENVCAUSE000;61.16;52.81;70.77;61.16 [52.81 – 70.77]
2016;Cameroon;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;61.56;53.62;69.87;61.56 [53.62 – 69.87]
2016;Pakistan;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;62.78;56.37;69.93;62.78 [56.37 – 69.93]
2016;Chad;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;64.16;49.54;79.44;64.16 [49.54 – 79.44]
2016;Nepal;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Female;Total;ENVCAUSE000;67.24;59.68;76.18;67.24 [59.68 – 76.18]
2016;Australia;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;7.02;3.53;11.45;7.02 [3.53 – 11.45]
2016;Togo;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;7.02;5.81;8.31;7.02 [5.81 – 8.31]
2016;Seychelles;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;7.06;5.4;9.3;7.06 [5.4 – 9.3]
2016;Uzbekistan;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;7.2;5.6;9.36;7.2 [5.6 – 9.36]
2016;Croatia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;7.28;3.39;12.13;7.28 [3.39 – 12.13]
2016;Afghanistan;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;7.3;6.18;8.51;7.3 [6.18 – 8.51]
2016;Ethiopia;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;7.33;5.86;8.7;7.33 [5.86 – 8.7]
2016;United Republic of Tanzania;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;7.39;6.02;8.66;7.39 [6.02 – 8.66]
2016;New Zealand;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;7.41;4.03;11.77;7.41 [4.03 – 11.77]
2016;Greece;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Lower respiratory infections;ENVCAUSE039;7.43;3.4;12.35;7.43 [3.4 – 12.35]
2016;Saudi Arabia;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;7.48;5.96;8.97;7.48 [5.96 – 8.97]
2016;Germany;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;7.51;2.88;13.42;7.51 [2.88 – 13.42]
2016;Lesotho;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;7.55;4.13;11.68;7.55 [4.13 – 11.68]
2016;Republic of Korea;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;7.56;4.57;10.83;7.56 [4.57 – 10.83]
2016;Timor-Leste;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;7.6;5.98;9.23;7.6 [5.98 – 9.23]
2016;Mali;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;7.63;6.25;9.08;7.63 [6.25 – 9.08]
2016;Liberia;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;7.65;6.08;9.19;7.65 [6.08 – 9.19]
2016;Ukraine;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;7.66;4.1;11.94;7.66 [4.1 – 11.94]
2016;Iceland;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;7.8;3.49;13.4;7.8 [3.49 – 13.4]
2016;Comoros;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;7.8;6.24;9.3;7.8 [6.24 – 9.3]
2016;Sudan;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;7.82;6.62;9.15;7.82 [6.62 – 9.15]
2016;Saint Vincent and the Grenadines;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;7.85;4.47;11.58;7.85 [4.47 – 11.58]
2016;Haiti;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;7.87;6.06;10.08;7.87 [6.06 – 10.08]
2016;Timor-Leste;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;7.92;6.37;9.47;7.92 [6.37 – 9.47]
2016;Afghanistan;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;7.92;6.72;9.19;7.92 [6.72 – 9.19]
2016;Guatemala;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;7.99;4.62;11.69;7.99 [4.62 – 11.69]
2016;Niger;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;71.72;61.28;82.49;71.72 [61.28 – 82.49]
2016;Serbia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;74.73;62.05;89.16;74.73 [62.05 – 89.16]
2016;Nigeria;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;75.57;64.47;87.69;75.57 [64.47 – 87.69]
2016;Egypt;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;77.33;69.85;85.42;77.33 [69.85 – 85.42]
2016;Georgia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;79.44;61.38;96.52;79.44 [61.38 – 96.52]
2016;Armenia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Chronic obstructive pulmonary disease;ENVCAUSE118;8.1;4.5;12.34;8.1 [4.5 – 12.34]
2016;Australia;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;8.1;4.82;12.02;8.1 [4.82 – 12.02]
2016;Spain;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;8.11;2.67;15.22;8.11 [2.67 – 15.22]
2016;Japan;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;8.15;3.77;18.19;8.15 [3.77 – 18.19]
2016;Denmark;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;8.15;4.77;12.07;8.15 [4.77 – 12.07]
2016;Belize;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;8.21;6.26;10.06;8.21 [6.26 – 10.06]
2016;Timor-Leste;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;8.24;6.7;9.72;8.24 [6.7 – 9.72]
2016;Eritrea;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;8.27;6.73;9.93;8.27 [6.73 – 9.93]
2016;Azerbaijan;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;8.32;5.74;12.37;8.32 [5.74 – 12.37]
2016;Botswana;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;8.34;4.81;12.22;8.34 [4.81 – 12.22]
2016;Jamaica;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;8.45;5.65;11.42;8.45 [5.65 – 11.42]
2016;Malawi;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;8.46;4.77;12.63;8.46 [4.77 – 12.63]
2016;Gabon;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;8.46;6.87;9.99;8.46 [6.87 – 9.99]
2016;Greece;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;8.49;3.88;14.1;8.49 [3.88 – 14.1]
2016;Guatemala;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;8.5;4.92;12.45;8.5 [4.92 – 12.45]
2016;Singapore;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;8.53;6.06;11.06;8.53 [6.06 – 11.06]
2016;Norway;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;8.54;4.73;13.13;8.54 [4.73 – 13.13]
2016;Somalia;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;8.63;7.16;10.03;8.63 [7.16 – 10.03]
2016;Costa Rica;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;8.69;6.07;11.37;8.69 [6.07 – 11.37]
2016;Slovakia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;8.81;5.83;14.23;8.81 [5.83 – 14.23]
2016;Slovakia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;8.82;4.99;16.05;8.82 [4.99 – 16.05]
2016;Czechia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;8.84;4.2;18.42;8.84 [4.2 – 18.42]
2016;Kiribati;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;8.84;7.08;10.55;8.84 [7.08 – 10.55]
2016;Côte d’Ivoire;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;8.97;7.33;10.69;8.97 [7.33 – 10.69]
2016;Poland;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;83.21;69.71;96.8;83.21 [69.71 – 96.8]
2016;Chad;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;83.26;69.4;98.02;83.26 [69.4 – 98.02]
2016;Latvia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;83.3;67.16;100.3;83.3 [67.16 – 100.3]
2016;Bosnia and Herzegovina;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Total;ENVCAUSE000;86.75;71.47;103.5;86.75 [71.47 – 103.5]
2016;Hungary;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;86.87;70.66;103.2;86.87 [70.66 – 103.2]
2016;Armenia;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Total;ENVCAUSE000;87.71;74.51;102.0;87.71 [74.51 – 102]
2016;Canada;Americas;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;9.02;5.76;12.66;9.02 [5.76 – 12.66]
2016;Bahamas;Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;9.04;6.54;11.51;9.04 [6.54 – 11.51]
2016;Kuwait;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;9.05;7.14;11.04;9.05 [7.14 – 11.04]
2016;Seychelles;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Stroke;ENVCAUSE114;9.13;7.05;11.41;9.13 [7.05 – 11.41]
2016;Haiti;Americas;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Lower respiratory infections;ENVCAUSE039;9.14;4.02;15.42;9.14 [4.02 – 15.42]
2016;Australia;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;9.19;5.97;12.73;9.19 [5.97 – 12.73]
2016;Bolivia (Plurinational State of);Americas;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;9.23;5.07;14.08;9.23 [5.07 – 14.08]
2016;Italy;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;9.33;4.19;15.7;9.33 [4.19 – 15.7]
2016;Poland;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;9.51;4.88;15.37;9.51 [4.88 – 15.37]
2016;Congo;Africa;Ambient air pollution attributable death rate (per 100 000 population);Female;Ischaemic heart disease;ENVCAUSE113;9.53;7.7;11.25;9.53 [7.7 – 11.25]
2016;Lao People's Democratic Republic;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;9.63;7.44;12.9;9.63 [7.44 – 12.9]
2016;Portugal;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;9.68;5.69;14.27;9.68 [5.69 – 14.27]
2016;Eritrea;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;9.73;8.12;11.33;9.73 [8.12 – 11.33]
2016;Cambodia;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population);Female;Lower respiratory infections;ENVCAUSE039;9.75;5.97;13.89;9.75 [5.97 – 13.89]
2016;Benin;Africa;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;9.78;8.22;11.23;9.78 [8.22 – 11.23]
2016;Nepal;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Female;Stroke;ENVCAUSE114;9.86;8.25;11.66;9.86 [8.25 – 11.66]
2016;Democratic People's Republic of Korea;South-East Asia;Ambient air pollution attributable death rate (per 100 000 population);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;9.9;5.84;14.45;9.9 [5.84 – 14.45]
2016;Central African Republic;Africa;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Stroke;ENVCAUSE114;9.91;8.2;11.8;9.91 [8.2 – 11.8]
2016;Greece;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Chronic obstructive pulmonary disease;ENVCAUSE118;9.93;4.38;16.78;9.93 [4.38 – 16.78]
2016;Ukraine;Europe;Ambient air pollution attributable death rate (per 100 000 population);Male;Ischaemic heart disease;ENVCAUSE113;92.97;72.37;113.3;92.97 [72.37 – 113.3]
2016;Ukraine;Europe;Ambient air pollution attributable death rate (per 100 000 population);Both sexes;Ischaemic heart disease;ENVCAUSE113;93.01;69.01;117.4;93.01 [69.01 – 117.4]
2016;Niger;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.12;0.082;0.16;0.12 [0.082 – 0.16]
2016;Sierra Leone;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.13;0.069;0.2;0.13 [0.069 – 0.2]
2016;United Republic of Tanzania;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;0.15;0.088;0.23;0.15 [0.088 – 0.23]
2016;Sierra Leone;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.18;0.095;0.28;0.18 [0.095 – 0.28]
2016;Democratic Republic of the Congo;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.18;0.11;0.26;0.18 [0.11 – 0.26]
2016;Lesotho;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.19;0.11;0.28;0.19 [0.11 – 0.28]
2016;Eswatini;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.2;0.1;0.32;0.2 [0.1 – 0.32]
2016;Niger;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.22;0.15;0.28;0.22 [0.15 – 0.28]
2016;Fiji;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.24;0.11;0.41;0.24 [0.11 – 0.41]
2016;Chad;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.24;0.15;0.32;0.24 [0.15 – 0.32]
2016;Gambia;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.25;0.14;0.36;0.25 [0.14 – 0.36]
2016;Central African Republic;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.25;0.16;0.35;0.25 [0.16 – 0.35]
2016;Finland;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.26;0.052;0.62;0.26 [0.052 – 0.62]
2016;Nigeria;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.27;0.18;0.36;0.27 [0.18 – 0.36]
2016;Chad;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.3;0.19;0.41;0.3 [0.19 – 0.41]
2016;Congo;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.31;0.19;0.45;0.31 [0.19 – 0.45]
2016;Burundi;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.32;0.19;0.46;0.32 [0.19 – 0.46]
2016;Niger;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;0.32;0.21;0.42;0.32 [0.21 – 0.42]
2016;Rwanda;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;0.36;0.22;0.51;0.36 [0.22 – 0.51]
2016;Cabo Verde;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.38;0.22;0.55;0.38 [0.22 – 0.55]
2016;Central African Republic;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.4;0.25;0.55;0.4 [0.25 – 0.55]
2016;New Zealand;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Lower respiratory infections;ENVCAUSE039;0.41;0.037;1.21;0.41 [0.037 – 1.21]
2016;Comoros;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Male;Trachea, bronchus, lung cancers;ENVCAUSE068;0.42;0.23;0.67;0.42 [0.23 – 0.67]
2016;South Sudan;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.43;0.26;0.61;0.43 [0.26 – 0.61]
2016;Burkina Faso;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.44;0.27;0.63;0.44 [0.27 – 0.63]
2016;Sudan;Eastern Mediterranean;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.45;0.29;0.62;0.45 [0.29 – 0.62]
2016;Antigua and Barbuda;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.46;0.25;0.73;0.46 [0.25 – 0.73]
2016;Cameroon;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.46;0.31;0.61;0.46 [0.31 – 0.61]
2016;Lithuania;Europe;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.49;0.23;0.83;0.49 [0.23 – 0.83]
2016;Guatemala;Americas;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.49;0.27;0.76;0.49 [0.27 – 0.76]
2016;South Sudan;Africa;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Both sexes;Trachea, bronchus, lung cancers;ENVCAUSE068;0.49;0.31;0.7;0.49 [0.31 – 0.7]
2016;Brunei Darussalam;Western Pacific;Ambient air pollution attributable death rate (per 100 000 population, age-standardized);Female;Trachea, bronchus, lung cancers;ENVCAUSE068;0.5;0.082;1.19;0.5 [0.082 – 1.19]
